spcd;common_name;genus;species
6828;cyanea;Cyanea;
6835;West Indian treefern;Cyathea;arborea
6801;palmtree cyanea;Cyanea;arborea
6847;treefern;Cyathea;
6855;ola;Cyclophyllum;barbatum
6860;tree-tomato;Cyphomandra;betacea
6854;Cycas;Cycas;
6852;queen sago;Cycas;circinalis
6837;Coopers cyathea;Cyathea;cooperi
6838;olioli;Cyathea;decurrens
6802;Kauai cyanea;Cyanea;fissa
6805;Degeners cyanea;Cyanea;floribunda
6839;Jamaican treefern;Cyathea;furfuracea
6865;forest cyrtandra;Cyrtandra;giffardii
6806;Kilauea Mauna cyanea;Cyanea;giffardii
6807;wetforest cyanea;Cyanea;hamatiflora
6810;Oahu cyanea;Cyanea;hardyi
7954;maaloa;Neraudia;melastomifolia
7956;oleander;Nerium;oleander
7942;fao;Neisosperma;oppositifolia
7936;Nectandra patens;Nectandra;patens
7958;keahi;Nesoluma;polynesicum
7946;aquilon;Neolaugeria;resinosa
7960;Hawaii olive;Nestegis;sandwicensis
7961;nestegis;Nestegis;
7939;Nectandra turbacensis;Nectandra;turbacensis
7965;tobacco;Nicotiana;
7964;tree tobacco;Nicotiana;glauca
7966;smallflower aiea;Nothocestrum;breviflorum
7971;kaala rockwort;Nototrichium;humile
7967;broadleaf aiea;Nothocestrum;latifolium
7968;longleaf aiea;Nothocestrum;longifolium
7969;Oahu aiea;Nothocestrum;peltatum
7972;Hawaii rockwort;Nototrichium;sandwicense
7970;aiea;Nothocestrum;
691;water tupelo;Nyssa;aquatica
694;swamp tupelo;Nyssa;biflora
7974;toechel, teuechel;Nypa;fruticans
692;Ogeechee tupelo;Nyssa;ogeche
690;tupelo ;Nyssa;
693;blackgum;Nyssa;sylvatica
7982;holei;Ochrosia;compta
7990;laurel espada;Ocotea;floribunda
7991;black sweetwood;Ocotea;foeniculacea
7983;island yellowwood;Ochrosia;haleakalae
7977;ochna;Ochna;
7986;yellowwood;Ochrosia;
7994;loblolly sweetwood;Ocotea;leucoxylon
7996;nemoca;Ocotea;moschata
7976;African bird's-eye bush;Ochna;mossambicensis
7997;laurel sassafras;Ocotea;nemodaphne
7999;laurel de paloma;Ocotea;portoricensis
7980;Ochroma pyramidale;Ochroma;pyramidale
8001;nemoca cimarrona;Ocotea;spathulata
7978;Thomas birds-eye bush;Ochna;thomasiana
8003;Wright's laurel canelon;Ocotea;wrightii
8007;olive;Olea;
8004;olive;Olea;europaea
8000;oleandra fern;Oleandra;neriiformis
990;desert ironwood;Olneya;tesota
8013;cochineal nopal cactus;Opuntia;cochenillifera
8014;tuna cactus;Opuntia;ficus-indica
8015;common pricklypear;Opuntia;monacantha
8018;pricklypear;Opuntia;
8019;amansis, edebsungelked, necklace bead tree;Ormosia;calavensis
8020;peronia;Ormosia;krugii
8024;Osmoxylon;Osmoxylon;
8022;kesiamel;Osmoxylon;oliveri
8023;kesiamel;Osmoxylon;pachyphyllum
718;kesiamel;Osmoxylon;truncatum
701;eastern hophornbeam;Ostrya;virginiana
8933;Oahu pricklyash;Zanthoxylum;oahuense
8027;pincho palo de rosa;Ottoschulzia;rhodoxylon
8029;chicharron amarillo;Ouratea;ilicifolia
8030;abey amarillo;Ouratea;littoralis
8032;guanabanilla;Ouratea;striata
8912;white logwood;Xylosma;schaefferioides
8913;Schwaneck's logwood;Xylosma;schwaneckeana
8916;aloe yucca;Yucca;aloifolia
982;Joshua tree;Yucca;brevifolia
8918;moundlily yucca;Yucca;gloriosa
8919;bluestem yucca;Yucca;guatemalensis
8923;Maricao pricklyash;Zanthoxylum;bifoliolatum
8924;prickly yellow;Zanthoxylum;caribaeum
8925;kawau;Zanthoxylum;dipetalum
8928;West Indian satinwood;Zanthoxylum;flavum
8929;Hawaii pricklyash;Zanthoxylum;hawaiiense
8930;Kauai pricklyash;Zanthoxylum;kauaense
8931;white pricklyash;Zanthoxylum;martinicense
8932;yellow prickle;Zanthoxylum;monophyllum
8936;pricklyash;Zanthoxylum;
8938;Zapoteca portoricensis;Zapoteca;portoricensis
8934;dotted pricklyash;Zanthoxylum;punctatum
8935;niaragato;Zanthoxylum;spinifex
8937;St. Thomas pricklyash;Zanthoxylum;thomasianum
8939;Indian jujube;Ziziphus;mauritiana
8940;cacao rojo;Ziziphus;reticulata
8941;soana;Ziziphus;rignonii
8943;Taylor's jujube;Ziziphus;taylorii
6811;prickly cyanea;Cyanea;horrida
6813;Kunths cyanea;Cyanea;kunthiana
6812;Limahuli Valley cyanea;Cyanea;kuhihewa
6814;giant kokee cyanea;Cyanea;leptostegia
6840;olioli;Cyathea;lunulata
6815;purple cyanea;Cyanea;macrostegia
6818;Marks cyanea;Cyanea;marksii
6841;olioli;Cyathea;medullaris
6842;kattar;Cyathea;nigricans
6843;small treefern;Cyathea;parvula
6819;hairy cyanea;Cyanea;pilosa
6844;kattar;Cyathea;ponapeana
6857;oreganillo falso;Cynometra;portoricensis
6822;pohaku cyanea;Cyanea;pohaku
6823;Molokai cyanea;Cyanea;procera
6863;cyrtandra;Cyrtandra;pulchella
6824;manyfruit cyanea;Cyanea;pycnocarpa
6825;oakleaf cyanea;Cyanea;quercifolia
6862;swamp titi;Cyrilla;racemiflora
6864;Cyrtandra;Cyrtandra;ramosissima
6858;gulos;Cynometra;ramiflora
6853;remiang;Cycas;revoluta
6826;plateau delissea;Cyanea;rivularis
6866;cyrtandra;Cyrtandra;
6850;Cybianthus sintenisii;Cybianthus;sintenisii
6827;pua kala;Cyanea;solenocalyx
6829;Kaiholena cyanea;Cyanea;stictophylla
6830;Mt. Kaala cyanea;Cyanea;superba
6848;helecho gigante;Cyathea;tenera
6849;olioli;Cyathea;truncata
6833;aku aku;Cyanea;tritomantha
6871;burn nose;Daphnopsis;americana
6867;candletree;Dacryodes;excelsa
6872;Heller's cieneguillo;Daphnopsis;helleriana
6873;emajagua de sierra;Daphnopsis;philippiana
6869;Indian rosewood;Dalbergia;sissoo
6888;angelica tree;Dendropanax;arboreus
6875;Hawaii delissea;Delissea;fallax
6885;salato;Dendrocnide;harveyi
6886;kahtat;Dendrocnide;latifolia
6889;palo de vaca;Dendropanax;laurifolius
6876;cutleaf delissea;Delissea;laciniata
6881;delissea;Delissea;
6884;delonix;Delonix;
6887;Dendrocnide;Dendrocnide;
6880;smallflower delissea;Delissea;parviflora
6883;royal poinciana;Delonix;regia
6882;leechleaf delissea;Delissea;undulata
6891;redpalm;Dictyosperma;album
6900;mabolo;Diospyros;blancoi
6902;Mabolo;Diospyros;discolor
6903;Black sapote;Diospyros;ebenaster
6904;anume;Diospyros;elliptica
6905;Diospyros ferrea;Diospyros;ferrea
6906;elama;Diospyros;hillebrandii
6896;chulta;Dillenia;indica
6907;persimmon;Diospyros;kaki
6899;Dimocarpus longan;Dimocarpus;longan
6923;jaboncillo;Ditta;myricoides
520;persimmon ;Diospyros;
6921;otot;Discocalyx;ponapensis
6909;black apple;Diospyros;revoluta
6911;lama;Diospyros;sandwicensis
6910;auauli;Diospyros;samoensis
711;sourwood;Oxydendrum;arboreum
8033;blacklancewood;Oxandra;lanceolata
8034;haya;Oxandra;laurifolia
8113;cuachilote;Parmentiera;aculeata
8111;Jerusalem thorn;Parkinsonia;aculeata
8054;chertochet;Pandanus;aimiriikensis
8045;tafetan;Palicourea;alpina
8036;miich era ngebard, guiana chestnut;Pachira;aquatica
8114;candle tree;Parmentiera;cereifera
8056;ongor;Pandanus;compressus
8055;matal;Pandanus;cominsii
8049;Palicourea croceoides;Palicourea;croceoides
8099;scratchthroat;Parathesis;crenulata
8047;red cappel;Palicourea;crocea
8057;silaue;Pandanus;cylindricus
8058;kienpel;Pandanus;dilatatus
8059;ongor;Pandanus;divergens
8060;pahong;Pandanus;dubius
8061;ongor;Pandanus;duriocarpus
8091;rauel;Pangium;edule
8062;moak;Pandanus;enchabiensis
8063;hara;Pandanus;fischerianus
8064;aggag;Pandanus;fragrans
8051;showy cappel;Palicourea;guianensis
8065;nenketak;Pandanus;hosinoi
8103;sea;Parinari;insularum
8037;wild chestnut;Pachira;insignis
8066;pacheren;Pandanus;jaluitensis
8074;Palaquium karrak;Palaquium;karrak
8067;buuk;Pandanus;kanehirae
8068;siu;Pandanus;korrensis
8107;Parkia korom;Parkia;korom
8069;lakatwa;Pandanus;lakatwa
8070;erwan, jonmouia;Pandanus;laticanaliculatus
8104;ais;Parinari;laurina
8071;intekul, pasyure;Pandanus;macrocephalus
8072;ongor, ertochet;Pandanus;macrojeanneretia
8075;Pandanus odontoides;Pandanus;odontoides
8108;kmekumer;Parkia;parvifoliola
8076;ongor, ertochet;Pandanus;palawensis
8077;peet;Pandanus;patina
8078;ongor;Pandanus;peliliuensis
8079;alwan, kipal, taip;Pandanus;ponapensis
8080;deipw, jomineia;Pandanus;pulposus
8082;fasa;Pandanus;reineckei
8081;pathaplip;Pandanus;rectangulatus
8105;Parinari;Parinari;
8112;paloverde;Parkinsonia;
8106;parkia;Parkia;
8083;magojokojok;Pandanus;rotundatus
8044;gasu;Palaquium;stehlinii
8085;Tahitian screwpine;Pandanus;tectorius
8110;Parkia timoriana;Parkia;timoriana
712;paulownia, empress-tree;Paulownia;tomentosa
8086;kiparenwel;Pandanus;tolotomensis
8087;mojel;Pandanus;trukensis
8088;common screwpine;Pandanus;utilis
8090;berrakelongor;Pandanus;variegatus
8123;ngis;Pemphis;acidula
7211;avocado;Persea;americana
721;redbay;Persea;borbonia
6912;Chinese persimmon;Diospyros;sintenisii
6898;shrubby dillenia;Dillenia;suffruticosa
522;Texas persimmon;Diospyros;texana
521;common persimmon;Diospyros;virginiana
6930;Ceylon gooseberry;Dovyalis;hebecarpa
6928;rru;Dolichandrone;spathacea
6927;Florida hopbush;Dodonaea;viscosa
6937;cafeillo;Drypetes;alba
6932;fragrant dracaena;Dracaena;fragrans
6938;varital;Drypetes;glauca
6939;rosewood;Drypetes;ilicifolia
6940;guiana plum;Drypetes;lateriflora
6933;Dracaena multiflora;Dracaena;multiflora
6941;kevert;Drypetes;nitida
6943;;Drypetes;vitiensis
6942;Drypetes;Drypetes;
6947;Mauna Kea dubautia;Dubautia;arborea
6958;dubautia;Dubautia;
6944;Dubautia;Dubautia;demissifolia
6961;golden dewdrops;Duranta;erecta
6945;Dubautia;Dubautia;fallax
6948;forest dubautia;Dubautia;knudsenii
6952;Kauai dubautia;Dubautia;microcephala
6946;Dubautia;Dubautia;montana
6953;plantainleaf dubautia;Dubautia;plantaginea
6957;netvein dubautia;Dubautia;reticulata
6965;Durian;Durio;zibethinus
6968;maota mea;Dysoxylum;huntii
6966;Dypsis lutescens;Dypsis;lutescens
6969;maota;Dysoxylum;maota
6970;mamala;Dysoxylum;samoense
6971;Dysoxylum;Dysoxylum;
868;Blackbead ebony;Ebenopsis;ebano
523;Anacua knockaway;Ehretia;anacua
6983;Elaeocarpus;Elaeocarpus;
997;Russian-olive;Elaeagnus;angustifolia
6975;kalia;Elaeocarpus;bifidus
6976;syatak;Elaeocarpus;carolinensis
6992;utuutu;Eleocharis;dulcis
6990;taputoi;Elattostachys;falcata
6977;`a`mati`e;Elaeocarpus;floridanus
6978;Elaeocarpus graeffei;Elaeocarpus;graeffei
6979;sapatua;Elaeocarpus;grandis
6973;oil nut palm;Elaeis;guineensis
6980;joga;Elaeocarpus;joga
6981;Elaeocarpus kerstingianus;Elaeocarpus;kerstingianus
6982;maratte, opop;Elaeocarpus;kusanoi
6984;aamatie;Elaeocarpus;tonganus
6985;Elaeocarpus;Elaeocarpus;ulianus
6996;monkeysoap;Enterolobium;cyclocarpum
6994;elaeocarpa;Endiandra;elaeocarpa
7017;acuminatissimum;Erythrospermum;acuminatissimum
7019;swamp-redwood;Erythroxylum;areolatum
7004;machete;Erythrina;berteriana
7005;coral erythrina;Erythrina;corallodendron
7006;crybabytree;Erythrina;crista-galli
7007;cock's spur;Erythrina;eggersii
7000;blacktorch;Erithalis;fruticosa
7008;bucayo;Erythrina;fusca
6999;loquat;Eriobotrya;
6998;loquat;Eriobotrya;japonica
8127;jiqi;Pera;bumeliifolia
8125;butter tree;Pentadesma;butyracea
8141;bastard stopper;Petitia;domingensis
8134;canela;Persea;krugii
8129;Pericopsis mooniana;Pericopsis;mooniana
8121;Peltophorum pterocarpum;Peltophorum;pterocarpum
720;bay ;Persea;
8131;olomea;Perrottetia;sandwicensis
8138;aquacatillo;Persea;urbaniana
8157;Tahitian gooseberry tree;Phyllanthus;acidus
8151;Canary Island date palm;Phoenix;canariensis
8152;date palm;Phoenix;dactylifera
8155;Chinese  photinia;Photinia;davidiana
8159;pamakani mahu;Phyllanthus;distichus
8143;aquilon prieto;Phialanthus;grandifolius
8160;gamo de costa;Phyllanthus;juglandifolius
8144;candlewood;Phialanthus;myrtilloides
8153;date palm;Phoenix;
6088;chelebiob, elebiong;Alphitonia;carolinensis
8162;Phyllanthus orbicularis;Phyllanthus;orbicularis
8154;date palm;Phoenix;sylvestris
91;Norway spruce;Picea;abies
8169;fustic;Pictetia;aculeata
8190;higuillo de hoja menuda;Piper;aduncum
101;whitebark pine;Pinus;albicaulis
8205;Waimea pipturus;Pipturus;albidus
8211;corcho bobo;Pisonia;albida
8191;higuillo de limon;Piper;amalago
102;Rocky Mountain bristlecone pine;Pinus;aristata
8226;Hawaii poisonberry tree;Pittosporum;argentifolium
135;Arizona pine;Pinus;arizonica
8206;soga;Pipturus;argenteus
103;knobcone pine;Pinus;attenuata
104;foxtail pine;Pinus;balfouriana
105;jack pine;Pinus;banksiana
8192;moth pepper;Piper;blattarum
92;Brewer spruce;Picea;breweriana
8212;Australasian catchbirdtree;Pisonia;brunoniana
8310;Premna;Premna;
8318;Mt. Eke pritchardia;Pritchardia;forbesiana
8183;Caribbean pine;Pinus;caribaea
8208;stinkwood;Piscidia;carthagenensis
140;Mexican pinyon pine;Pinus;cembroides
90;spruce ;Picea;
107;sand pine;Pinus;clausa
108;lodgepole pine;Pinus;contorta
109;Coulter pine;Pinus;coulteri
8227;hoawa;Pittosporum;confertiflorum
8175;allspice;Pimenta;dioica
134;border pinyon;Pinus;discolor
8220;monkeypod;Pithecellobium;dulce
110;shortleaf pine;Pinus;echinata
106;common or two-needle pinyon;Pinus;edulis
111;slash pine;Pinus;elliottii
144;Honduras pine;Pinus;elliottii
7011;mountain immortelle;Erythrina;poeppigiana
7021;ratwood;Erythroxylum;rotundifolium
6144;Antidesma sphaerocarpum;Antidesma;sphaerocarpum
7022;rufous false cocaine;Erythroxylum;rufum
7012;wili wili;Erythrina;sandwicensis
7014;gatae palagi;Erythrina;subumbrans
7024;Urban's false cocaine;Erythroxylum;urbanii
7015;tiger's claw;Erythrina;variegata
7016;tiger's claw;Erythrina;variegata
7013;erythrina;Erythrina;
7059;edebsachel, chedebsachel;Eugenia;aquea
7060;white stopper;Eugenia;axillaris
7061;blackrodwood;Eugenia;biflora
7025;southern mahogany;Eucalyptus;botryoides
7062;Sierra de Cayey stopper;Eugenia;boqueronensis
7063;guayabota de sierra;Eugenia;borinquensis
7026;applebox;Eucalyptus;bridgesiana
7065;cloves;Eugenia;caryophyllus
512;river redgum;Eucalyptus;camaldulensis
510;eucalyptus ;Eucalyptus;
7028;argyle apple;Eucalyptus;cinerea
7030;sugargum;Eucalyptus;cladocalyx
7069;sperry guava;Eugenia;corozalensis
7109;Mexican shrubby spurge;Euphorbia;cotinifolia
7031;yate;Eucalyptus;cornuta
7215;tilol;Garcinia;matsudai
7066;redberry stopper;Eugenia;confusa
7067;lathberry;Eugenia;cordata
7068;lathberry;Eugenia;cordata
7032;narrowleaf red ironbark;Eucalyptus;crebra
7033;roundleaf gum;Eucalyptus;deanei
7034;Indonesian gum;Eucalyptus;deglupta
7071;serrette guave;Eugenia;domingensis
7072;guasabara;Eugenia;eggersii
7096;stopper;Eugenia;
511;Tasmanian bluegum;Eucalyptus;globulus
7075;smooth rodwood;Eugenia;glabrata
7038;tuart;Eucalyptus;gomphocephala
7039;mountain graygum;Eucalyptus;goniocalyx
513;grand eucalyptus;Eucalyptus;grandis
7110;Kauai spurge;Euphorbia;haeleeleana
7076;Luquillo Mountain stopper;Eugenia;haematocarpa
7041;white box;Eucalyptus;hemiphloia
7123;Euodia hortensis;Euodia;hortensis
7078;macupa, wax apple;Eugenia;javanica
7079;nioi;Eugenia;koolauensis
7111;mottled spurge;Euphorbia;lactea
7081;privet stopper;Eugenia;ligustrina
7117;Longan;Euphoria;longana
7043;spotted gum;Eucalyptus;maculata
7044;jarrah;Eucalyptus;marginata
7082;makupa, malay apple;Eugenia;malaccensis
7045;Australian tallowwood;Eucalyptus;microcorys
7084;birdcherry;Eugenia;monticola
7112;Indian spurgetree;Euphorbia;neriifolia
7086;Eugenia nitida;Eugenia;nitida
7124;kertub;Euodia;nitida
7127;Euodia;Euodia;
7046;gray ironbark;Eucalyptus;paniculata
93;Engelmann spruce;Picea;engelmannii
112;Apache pine;Pinus;engelmannii
8167;bitterwood;Picrasma;excelsa
113;limber pine;Pinus;flexilis
8228;Waianae Range cheesewood;Pittosporum;flocculosum
8229;Waialeale cheesewood;Pittosporum;gayanum
94;white spruce;Picea;glauca
115;spruce pine;Pinus;glabra
8193;Guyanese pepper;Piper;glabrescens
8230;Koolau Range cheesewood;Pittosporum;glabrum
8213;grand devils-claws;Pisonia;grandis
8231;hoawa;Pittosporum;halophilum
8232;Hawaii cheesewood;Pittosporum;hawaiiense
8194;Jamaican pepper;Piper;hispidum
8195;Caracas pepper;Piper;jacquemontianum
116;Jeffrey pine;Pinus;jeffreyi
8234;Kauai cheesewood;Pittosporum;kauaiense
117;sugar pine;Pinus;lambertiana
118;Chihuahua pine;Pinus;leiophylla
142;Great Basin bristlecone pine;Pinus;longaeva
95;black spruce;Picea;mariana
8184;Chinese red pine;Pinus;massoniana
8196;marigold pepper;Piper;marginatum
8185;Merkus pine;Pinus;merkusii
8180;Pimenta;Pimenta;
133;singleleaf pinyon;Pinus;monophylla
119;western white pine;Pinus;monticola
8224;Mona cheesewood, Pittosporum;Pittosporum;monae
143;Arizona pinyon pine;Pinus;monophylla
120;bishop pine;Pinus;muricata
8235;royal cheesewood;Pittosporum;napaliense
136;Austrian pine;Pinus;nigra
100;pine ;Pinus;
8186;ocote chino;Pinus;oocarpa
8187;Mexican weeping pine;Pinus;patula
121;longleaf pine;Pinus;palustris
8164;Florida bitterbush;Picramnia;pentandra
8236;Taiwanese cheesewood;Pittosporum;pentandrum
887;fishpoison tree;Piscidia;piscipula
8188;maritime pine;Pinus;pinaster
122;ponderosa pine;Pinus;ponderosa
8207;pipturus;Pipturus;
96;blue spruce;Picea;pungens
123;Table Mountain pine;Pinus;pungens
138;four-leaf or Parry pinyon pine;Pinus;quadrifolia
8177;bayrumtree;Pimenta;racemosa
124;Monterey pine;Pinus;radiata
8171;aceitillo;Pilocarpus;racemosus
8178;bayrumtree;Pimenta;racemosa
7087;orenged;Eugenia;palauensis
125;red pine;Pinus;resinosa
141;Papershell pinyon pine;Pinus;remota
998;Unknown dead hardwood;Tree;broadleaf
299;Unknown dead conifer;Tree;evergreen
999;Other or unknown live tree;Tree;unknown
11;Pacific silver fir;Abies;amabilis
12;balsam fir;Abies;balsamea
14;Santa Lucia or bristlecone fir;Abies;bracteata
15;white fir;Abies;concolor
16;Fraser fir;Abies;fraseri
17;grand fir;Abies;grandis
10;fir ;Abies;
19;subalpine fir;Abies;lasiocarpa
18;corkbark fir;Abies;lasiocarpa
20;California red fir;Abies;magnifica
22;noble fir;Abies;procera
7102;atoto;Eugenia;thompsonii
7778;Meryta;Meryta;
21;Shasta red fir;Abies;shastensis
300;acacia ;Acacia;
6001;blackbrush wattle;Acacia;anegadensis
6021;hollowheart;Acnistus;arborescens
6003;auri;Acacia;auriculiformis
311;Florida maple;Acer;barbatum
6004;small Philippine acacia;Acacia;confusa
310;maple ;Acer;
303;sweet acacia;Acacia;farnesiana
321;Rocky Mountain maple;Acer;glabrum
304;catclaw acacia;Acacia;greggii
322;bigtooth maple;Acer;grandidentatum
6006;koa;Acacia;koa
6007;koaoha;Acacia;koaia
323;chalk maple;Acer;leucoderme
6008;porknut;Acacia;macracantha
6009;Acacia mangium;Acacia;mangium
312;bigleaf maple;Acer;macrophyllum
6011;blackwood;Acacia;melanoxylon
7168;lulk, banyan;Ficus;saffordii
6023;grugru palm;Acrocomia;media
6010;black wattle;Acacia;mearnsii
6012;spineless wattle;Acacia;muricata
313;boxelder;Acer;negundo
6013;gum arabic tree;Acacia;nilotica
314;black maple;Acer;nigrum
6014;South Wales wattle;Acacia;parramattensis
315;striped maple;Acer;pensylvanicum
320;Norway maple;Acer;platanoides
6015;Acacia polyacantha;Acacia;polyacantha
316;red maple;Acer;rubrum
317;silver maple;Acer;saccharinum
318;sugar maple;Acer;saccharum
319;mountain maple;Acer;spicatum
6018;poponax;Acacia;tortuosa
906;Everglades palm, paurotis-palm;Acoelorraphe;wrightii
6025;baobab;Adansonia;digitata
6029;beadtree;Adenanthera;
7088;agatelang;Eugenia;palumbis
7125;beror;Euodia;palawensis
7113;manchineel berry;Euphorbia;petiolaris
7115;spurge;Euphorbia;
7047;blackbutt;Eucalyptus;pilularis
7126;Euodia ponapensis;Euodia;ponapensis
7089;rockmyrtle;Eugenia;procera
7090;Christmas cherry;Eugenia;pseudopsidium
7114;poinsettia;Euphorbia;pulcherrima
7048;black ironbox;Eucalyptus;raveretiana
7049;redmahogany;Eucalyptus;resinifera
7091;mountain stopper;Eugenia;reinwardtiana
873;red stopper;Eugenia;rhombea
514;swampmahogany;Eucalyptus;robusta
7051;Western Australian floodedgum;Eucalyptus;rudis
7120;eurya;Eurya;
7053;Sydney bluegum;Eucalyptus;saligna
7052;black peppermint;Eucalyptus;salicifolia
7119;anini;Eurya;sandwicensis
7094;sessileleaf stopper;Eugenia;sessiliflora
7093;serrasuela;Eugenia;serrasuela
7054;red ironbark;Eucalyptus;sideroxylon
7099;luluhut;Eugenia;stelechantha
7098;Stahl's stopper;Eugenia;stahlii
7100;Stewardson's stopper;Eugenia;stewardsonii
7101;rebotel;Eugenia;suzukii
7056;forest redgum;Eucalyptus;tereticornis
7116;Indiantree spurge;Euphorbia;tirucalli
7128;Euodia trichantha;Euodia;trichantha
7216;;Garcinia;myrtifolia
7349;white moho;Heliocarpus;popayanensis
7103;Underwood's stopper;Eugenia;underwoodii
7104;Surinam cherry;Eugenia;uniflora
7057;manna gum;Eucalyptus;viminalis
7105;aridland stopper;Eugenia;xerophytica
7129;blinding tree;Excoecaria;agallocha
7135;Caribbean princewood;Exostema;caribaeum
7136;plateado;Exostema;ellipticum
7131;hulumoa;Exocarpos;gaudichaudii
7132;exocarpos;Exocarpos;
874;butterbough, inkwood;Exothea;paniculata
7133;kotop;Exorrhiza;ponapensis
7137;Exostema sanctae-luciae;Exostema;sanctae-luciae
7141;pualulu;Fagraea;berteroana
531;American beech;Fagus;grandifolia
7143;Fagraea;Fagraea;
7142;ksid;Fagraea;ksid
7145;peacocksplume;Falcataria;
7144;peacocksplume;Falcataria;moluccana
7146;false coffee;Faramea;occidentalis
7148;Jamaican cherry fig;Ficus;americana
876;Florida strangler fig;Ficus;aurea
7169;mati vao;Ficus;scabra
7150;weeping fig;Ficus;benjamina
7254;Gnetum gnemon;Gnetum;gnemon
7149;Indian banyan;Ficus;benghalensis
7151;edible fig;Ficus;carica
7180;Finschia chloroxantha;Finschia;chloroxantha
877;wild banyantree, shortleaf fig;Ficus;citrifolia
7171;fig;Ficus;
126;pitch pine;Pinus;rigida
8173;Royen's tree cactus;Pilosocereus;royenii
97;red spruce;Picea;rubens
127;gray or California foothill pine;Pinus;sabiniana
8214;aulu;Pisonia;sandwicensis
8210;piscidia;Piscidia;
128;pond pine;Pinus;serotina
98;Sitka spruce;Picea;sitchensis
8215;catchbirdtree;Pisonia;
129;eastern white pine;Pinus;strobus
114;southwestern white pine;Pinus;strobiformis
8216;water mampoo;Pisonia;subcordata
8199;spanish elder;Piper;swartzianum
7182;burrdaisytree;Fitchia;speciosa
7705;matamo;Medusanthera;samoensis
130;Scotch pine;Pinus;sylvestris
131;loblolly pine;Pinus;taeda
8239;cream cheesewood;Pittosporum;terminalioides
139;Torrey pine;Pinus;torreyana
8238;cheesewood;Pittosporum;
8217;umbrella catchbirdtree;Pisonia;umbellifera
8223;catclaw blackbead;Pithecellobium;unguis-cati
8240;Australian cheesewood;Pittosporum;undulatum
132;Virginia pine;Pinus;virginiana
8241;cape cheesewood;Pittosporum;viridiflorum
137;Washoe pine;Pinus;washoensis
8218;Kauai catchbirdtree;Pisonia;wagneriana
8266;nosegaytree;Plumeria;alba
8247;Planchonella;Planchonella;
722;water-elm, planertree;Planera;aquatica
729;sycamore ;Platanus;
8252;platydesma;Platydesma;
8257;golden hala pepe;Pleomele;aurea
8258;Maui hala pepe;Pleomele;auwahiensis
8263;hala pepe;Pleomele;
8259;Lanai hala pepe;Pleomele;fernaldii
8260;Waianae Range hala pepe;Pleomele;forbesii
8242;alaa;Planchonella;garberi
8243;alaa;Planchonella;grayana
8261;royal hala pepe;Pleomele;halapepe
8262;Hawaii hala pepe;Pleomele;hawaiiensis
8244;alaa;Planchonella;linggensis
7200;California buckthorn;Frangula;californica
8255;chupa gallo;Pleodendron;macranthum
8268;Singapore graveyard flower;Plumeria;obtusa
8269;Plumeria obtusa;Plumeria;obtusa
731;American sycamore;Platanus;occidentalis
8249;Oriental arborvitae;Platycladus;orientalis
730;California sycamore;Platanus;racemosa
8250;Hawaii pilo kea;Platydesma;remyi
8271;templetree;Plumeria;rubra
8246;mamalava;Planchonella;samoensis
8251;Maui pilo kea;Platydesma;spathulata
8248;mamalava;Planchonella;torricellensis
8272;Plumeria;Plumeria;
732;Arizona sycamore;Platanus;wrightii
752;silver poplar;Populus;alba
749;narrowleaf cottonwood;Populus;angustifolia
741;balsam poplar;Populus;balsamifera
747;black cottonwood;Populus;balsamifera
6028;red beadtree;Adenanthera;pavonina
6026;wild lime;Adelia;ricinella
8290;tava;Pometia;pinnata
333;California buckeye;Aesculus;californica
332;yellow buckeye;Aesculus;flava
331;Ohio buckeye;Aesculus;glabra
334;Texas buckeye;Aesculus;glabra
6032;Caribbean spiritweed;Aegiphila;martinicensis
336;red buckeye;Aesculus;pavia
330;buckeye, horsechestnut ;Aesculus;
337;painted buckeye;Aesculus;sylvatica
6036;kauri;Agathis;australis
6047;Aglaia;Aglaia;
6042;Titimel;Aglaia;mariannensis
6043;mesecheues;Aglaia;palauensis
6044;karasyu, marasau;Aglaia;ponapensis
6037;Queensland kauri;Agathis;robusta
6046;laga ali;Aglaia;samoensis
341;ailanthus;Ailanthus;altissima
6048;Olomea;Aidia;cochinchinensis
6051;ailanthus;Ailanthus;
6053;Aiphanes minima;Aiphanes;minima
6049;Aidia racemosa;Aidia;racemosa
6055;cream albizia;Albizia;adinocephala
6063;albizia;Albizia;
6092;helecho gigante de la sierra;Alsophila;bryophila
6056;naked albizia;Albizia;carbonaria
6057;Chinese albizia;Albizia;chinensis
6080;palo blanco;Allophylus;crassinervis
6073;alectryon;Alectryon;
6077;aleurites;Aleurites;
6058;ukall ra ngebard;Albizia;falcataria
6066;palo de gallina;Alchorneopsis;floribunda
355;European alder;Alnus;glutinosa
345;mimosa, silktree;Albizia;julibrissin
6064;achiotillo;Alchornea;latifolia
6059;woman's tongue;Albizia;lebbeck
6083;Allophylus;Allophylus;
6069;Hawaii alectryon;Alectryon;macrococcus
6095;deviltree;Alstonia;macrophylla
6075;Indian walnut;Aleurites;moluccana
6086;Nepal alder;Alnus;nepalensis
350;alder ;Alnus;
353;Arizona alder;Alnus;oblongifolia
6096;Alstonia pacifica;Alstonia;pacifica
6090;Alphitonia;Alphitonia;
6089;Hawaii kauilatree;Alphitonia;ponderosa
8295;kisaks;Pongamia;pinnata
