tsn;genus;species;en_com_name;fr_com_name;qc_code;on_tree_code;on_alpha_code;us_code;nb_code
42487;Pritchardia;minor;Alakai Swamp pritchardia;NA;NA;NA;NA;8327;
42489;Pritchardia;munroi;Kamalo pritchardia;NA;NA;NA;NA;8328;
42490;Pritchardia;remota;Nihoa pritchardia;NA;NA;NA;NA;8331;
42492;Pritchardia;viscosa;stickybud pritchardia;NA;NA;NA;NA;8338;
42495;Pseudophoenix;sargentii;Florida cherry palm;NA;NA;NA;NA;8353;
42498;Roystonea;;royal palm ;NA;NA;NA;NA;909;
42499;Roystonea;borinquena;Puerto Rico royal palm;NA;NA;NA;NA;8489;
42504;Sabal;mexicana;Mexican palmetto;NA;NA;NA;NA;911;
42506;Sabal;palmetto;cabbage palmetto;NA;NA;NA;NA;912;
42510;Thrinax;morrisii;key thatch palm;NA;NA;NA;NA;913;
42512;Thrinax;radiata;Florida thatch palm;NA;NA;NA;NA;914;
43143;Yucca;gloriosa;moundlily yucca;NA;NA;NA;NA;8918;
43182;Cordyline;;cordyline;NA;NA;NA;NA;6745;
43183;Cordyline;fruticosa;tiplant;NA;NA;NA;NA;6744;
173987;Ponapea;;Ponapea;NA;NA;NA;NA;8294;
181824;Abies;amabilis;Pacific silver fir;NA;NA;NA;NA;11;
181825;Abies;bracteata;Santa Lucia or bristlecone fir;NA;NA;NA;NA;14;
181826;Abies;concolor;white fir;NA;NA;NA;NA;15;
181829;Abies;fraseri;Fraser fir;NA;NA;NA;NA;16;
181830;Abies;lasiocarpa;subalpine fir;NA;NA;NA;NA;19;
181830;Abies;lasiocarpa;corkbark fir;NA;NA;NA;NA;18;
181834;Abies;magnifica;California red fir;NA;NA;NA;NA;20;
181835;Abies;procera;noble fir;NA;NA;NA;NA;22;
181839;Cananga;odorata;ilang-ilang;NA;NA;NA;NA;6370;
181892;Alnus;viridis;NA;Aulne crispé;AUC;NA;NA;NA;
182079;Acacia;koa;koa;NA;NA;NA;NA;6006;
182080;Acacia;koaia;koaoha;NA;NA;NA;NA;6007;
182081;Acacia;mearnsii;black wattle;NA;NA;NA;NA;6010;
182087;Acacia;parramattensis;South Wales wattle;NA;NA;NA;NA;6014;
182088;Acacia;polyacantha;Acacia polyacantha;NA;NA;NA;NA;6015;
182096;Acacia;auriculiformis;auri;NA;NA;NA;NA;6003;
182097;Acacia;confusa;small Philippine acacia;NA;NA;NA;NA;6004;
182117;Allophylus;racemosus;palo de caja;NA;NA;NA;NA;6082;
182135;Acer;nigrum;"Black maple (hard) ;black maple";Érable noir;ERN;94;Mb;314;
182142;Spondias;dulcis;Spondias dulcis;NA;NA;NA;NA;8649;
182287;Tabebuia;rosea;pink trumpet-tree;NA;NA;NA;NA;8716;
182560;Acrocomia;media;grugru palm;NA;NA;NA;NA;6023;
183257;Cycas;;Cycas;NA;NA;NA;NA;6854;
183258;Cycas;revoluta;remiang;NA;NA;NA;NA;6853;
183259;Cycas;circinalis;queen sago;NA;NA;NA;NA;6852;
183269;Ginkgo;biloba;ginkgo, maidenhair tree;NA;NA;NA;NA;561;
183284;Abies;grandis;grand fir;NA;NA;NA;NA;17;
183289;Picea;abies;"Norway spruce ;Norway spruce";Épinette de Norvège;EPO;15;Sn;91;
183290;Picea;breweriana;Brewer spruce;NA;NA;NA;NA;92;
183291;Picea;engelmannii;Engelmann spruce;NA;NA;NA;NA;93;
183295;Picea;glauca;"White spruce ;white spruce";Épinette blanche;EPB;12;Sw;94;2
183302;Picea;mariana;"Black spruce ;black spruce";Épinette noire;EPN;13;Sb;95;1
183307;Picea;pungens;blue spruce;NA;NA;NA;NA;96;
183309;Picea;sitchensis;Sitka spruce;NA;NA;NA;NA;98;
183311;Pinus;albicaulis;whitebark pine;NA;NA;NA;NA;101;
183313;Pinus;aristata;Rocky Mountain bristlecone pine;NA;NA;NA;NA;102;
183315;Pinus;attenuata;knobcone pine;NA;NA;NA;NA;103;
183316;Pinus;balfouriana;foxtail pine;NA;NA;NA;NA;104;
183319;Pinus;banksiana;jack pine;Pin gris;PIG;NA;NA;105;
183321;Pinus;cembroides;Mexican pinyon pine;NA;NA;NA;NA;140;
183324;Pinus;clausa;sand pine;NA;NA;NA;NA;107;
183327;Pinus;contorta;lodgepole pine;NA;NA;NA;NA;108;
183333;Pinus;coulteri;Coulter pine;NA;NA;NA;NA;109;
183334;Pinus;discolor;border pinyon;NA;NA;NA;NA;134;
183335;Pinus;echinata;shortleaf pine;NA;NA;NA;NA;110;
183336;Pinus;edulis;common or two-needle pinyon;NA;NA;NA;NA;106;
183339;Pinus;engelmannii;Apache pine;NA;NA;NA;NA;112;
183342;Pinus;glabra;spruce pine;NA;NA;NA;NA;115;
183343;Pinus;flexilis;limber pine;NA;NA;NA;NA;113;
183345;Pinus;jeffreyi;Jeffrey pine;NA;NA;NA;NA;116;
183347;Pinus;lambertiana;sugar pine;NA;NA;NA;NA;117;
183348;Pinus;leiophylla;Chihuahua pine;NA;NA;NA;NA;118;
183352;Pinus;longaeva;Great Basin bristlecone pine;NA;NA;NA;NA;142;
183353;Pinus;monophylla;singleleaf pinyon;NA;NA;NA;NA;133;
183353;Pinus;monophylla;Arizona pinyon pine;NA;NA;NA;NA;143;
183356;Pinus;monticola;western white pine;NA;NA;NA;NA;119;
183359;Pinus;muricata;bishop pine;NA;NA;NA;NA;120;
183364;Pinus;nigra;"Austrian pine ;Austrian pine";NA;NA;6;Pa;136;
183365;Pinus;ponderosa;ponderosa pine;NA;NA;NA;NA;122;
183369;Pinus;pungens;Table Mountain pine;NA;NA;NA;NA;123;
183370;Pinus;quadrifolia;four-leaf or Parry pinyon pine;NA;NA;NA;NA;138;
183372;Pinus;radiata;Monterey pine;NA;NA;NA;NA;124;
183374;Pinus;remota;Papershell pinyon pine;NA;NA;NA;NA;141;
183375;Pinus;resinosa;"Red pine ;red pine";Pin rouge;PIR;2;Pr;125;8
183376;Pinus;rigida;"Pitch pine ;pitch pine";Pin rigide;PID;5;Pp;126;
183377;Pinus;sabiniana;gray or California foothill pine;NA;NA;NA;NA;127;
183378;Pinus;serotina;pond pine;NA;NA;NA;NA;128;
183380;Pinus;strobiformis;southwestern white pine;NA;NA;NA;NA;114;
183385;Pinus;strobus;"Eastern white pine ;eastern white pine";Pin blanc;PIB;1;Pw;129;6
183389;Pinus;sylvestris;"Scots pine ;Scotch pine";Pin sylvestre;PIS;4;Ps;130;
183391;Pinus;torreyana;Torrey pine;NA;NA;NA;NA;139;
183394;Pinus;virginiana;Virginia pine;NA;NA;NA;NA;132;
183396;Tsuga;;hemlock ;NA;NA;NA;NA;260;
183397;Tsuga;canadensis;"Eastern hemlock ;eastern hemlock";Pruche de l'Est;PRU;19;He;261;10
183399;Tsuga;caroliniana;Carolina hemlock;NA;NA;NA;NA;262;
183400;Tsuga;heterophylla;western hemlock;NA;NA;NA;NA;263;
183402;Tsuga;mertensiana;mountain hemlock;NA;NA;NA;NA;264;
183409;Larix;;larch ;Mélèze hybride;MEH;NA;NA;70;
183410;Larix;decidua;European larch;Mélèze européen;MEU;26;Le;NA;
183412;Larix;laricina;"Tamarack ;tamarack (native)";Mélèze laricin;MEL;25;La;71;11
183416;Larix;lyallii;subalpine larch;NA;NA;NA;NA;72;
183417;Larix;occidentalis;western larch;NA;NA;NA;NA;73;
183418;Pseudotsuga;;Douglas-fir ;NA;NA;NA;NA;200;
183421;Pseudotsuga;macrocarpa;bigcone Douglas-fir;NA;NA;NA;NA;201;
183424;Pseudotsuga;menziesii;Douglas-fir;NA;NA;NA;NA;202;
183432;Taxodium;mucronatum;Montezuma baldcypress;NA;NA;NA;NA;223;
183435;Sequoia;sempervirens;redwood;NA;NA;NA;NA;211;
183438;Sequoiadendron;giganteum;giant sequoia;NA;NA;NA;NA;212;
183445;Platycladus;orientalis;Oriental arborvitae;NA;NA;NA;NA;8249;
183453;Chamaecyparis;lawsoniana;Port-Orford-cedar;NA;NA;NA;NA;41;
183455;Cupressus;;cypress;NA;NA;NA;NA;50;
183456;Cupressus;sempervirens;Italian cypress;NA;NA;NA;NA;6796;
183481;Araucaria;;Araucaria;NA;NA;NA;NA;6158;
183483;Araucaria;heterophylla;Norfolk Island pine;NA;NA;NA;NA;6157;
183487;Agathis;australis;kauri;NA;NA;NA;NA;6036;
183489;Podocarpus;coriaceus;yucca plum pine;NA;NA;NA;NA;8273;
183503;Gnetum;gnemon;Gnetum gnemon;NA;NA;NA;NA;7254;
183534;Betula;minor;NA;Bouleau mineur;BEM;NA;NA;NA;
183543;Betula;pubescens;"Hairy birch;swamp birch";NA;NA;121;;NA;
183548;Betula;x utahensis;northwestern paper birch;NA;NA;NA;NA;378;
183615;Ardisia;elliptica;shoebutton;NA;NA;NA;NA;6161;
183646;Albizia;adinocephala;cream albizia;NA;NA;NA;NA;6055;
183647;Albizia;carbonaria;naked albizia;NA;NA;NA;NA;6056;
183648;Albizia;chinensis;Chinese albizia;NA;NA;NA;NA;6057;
183650;Albizia;procera;tall albizia;NA;NA;NA;NA;6060;
183712;Byrsonima;wadsworthii;almendrillo;NA;NA;NA;NA;6315;
184019;Angiopteris;evecta;dermarm;NA;NA;NA;NA;6118;
184077;Cyathea;tenera;helecho gigante;NA;NA;NA;NA;6848;
184181;Artocarpus;altilis;breadfruit;NA;NA;NA;NA;6171;
184183;Artocarpus;heterophyllus;Artocarpus heterophyllus;NA;NA;NA;NA;6173;
184548;Arbutus;xalapensis;Texas madrone;NA;NA;NA;NA;363;
184685;Alchorneopsis;floribunda;palo de gallina;NA;NA;NA;NA;6066;
184801;Alstonia;;alstonia;NA;NA;NA;NA;6097;
184802;Alstonia;macrophylla;deviltree;NA;NA;NA;NA;6095;
185355;Archontophoenix;alexandrae;Alexandra palm;NA;NA;NA;NA;6159;
192300;Banara;portoricensis;Puerto Rico palo de ramon;NA;NA;NA;NA;6217;
192879;Bauhinia;monandra;Napoleon's plume;NA;NA;NA;NA;6226;
192880;Bauhinia;multinervia;petite flamboyant bauhinia;NA;NA;NA;NA;6227;
192881;Bauhinia;pauletia;railroadfence;NA;NA;NA;NA;6228;
192883;Bauhinia;tomentosa;St. Thomas tree;NA;NA;NA;NA;6231;
193439;Bambusa;;bamboo;NA;NA;NA;NA;6215;
193444;Bambusa;vulgaris;common bamboo;NA;NA;NA;NA;6216;
194798;Pinus;arizonica;Arizona pine;NA;NA;NA;NA;135;
194812;Juniperus;ashei;Ashe juniper;NA;NA;NA;NA;61;
194816;Juniperus;californica;California juniper;NA;NA;NA;NA;62;
194820;Juniperus;communis;NA;Genévrier commun;JUC;NA;NA;NA;
194834;Juniperus;deppeana;alligator juniper;NA;NA;NA;NA;63;
194839;Juniperus;coahuilensis;redberry juniper;NA;NA;NA;NA;59;
194842;Juniperus;flaccida;Drooping juniper;NA;NA;NA;NA;60;
194846;Juniperus;horizontalis;NA;Genévrier horizontal;JUH;NA;NA;NA;
194853;Juniperus;monosperma;oneseed juniper;NA;NA;NA;NA;69;
194855;Juniperus;occidentalis;western juniper;NA;NA;NA;NA;64;
194859;Juniperus;osteosperma;Utah juniper;NA;NA;NA;NA;65;
194869;Juniperus;pinchotii;Pinchot juniper;NA;NA;NA;NA;58;
194872;Juniperus;scopulorum;Rocky Mountain juniper;NA;NA;NA;NA;66;
194882;Taxus;;yew ;NA;NA;NA;NA;230;
194884;Taxus;brevifolia;Pacific yew;NA;NA;NA;NA;231;
194885;Taxus;canadensis;NA;If du Canada;TAC;NA;NA;NA;
194887;Taxus;floridana;Florida yew;NA;NA;NA;NA;232;
194888;Torreya;;torreya (nutmeg) ;NA;NA;NA;NA;250;
194889;Torreya;californica;California torreya (nutmeg);NA;NA;NA;NA;251;
194890;Torreya;taxifolia;Florida torreya (nutmeg);NA;NA;NA;NA;252;
194903;Guatteria;caribaea;haya blanca;NA;NA;NA;NA;7295;
194906;Oxandra;laurifolia;haya;NA;NA;NA;NA;8034;
195168;Quercus;buckleyi;Buckley oak;NA;NA;NA;NA;8513;
195180;Quercus;laceyi;Lacey oak;NA;NA;NA;NA;8514;
195184;Quercus;similis;Delta post oak;NA;NA;NA;NA;836;
195188;Quercus;texana;Texas red oak;NA;NA;NA;NA;828;
195195;Quercus;pagoda;cherrybark oak;NA;NA;NA;NA;813;
195688;Banara;vanderbiltii;Vanderbilt's palo de ramon;NA;NA;NA;NA;6219;
195773;Populus;tremuloides;"Trembling aspen ;quaking aspen";Peuplier faux tremble;PET;74;At;746;20
195919;Stahlia;monosperma;cobana negra;NA;NA;NA;NA;8654;
195925;Nyssa;biflora;swamp tupelo;NA;NA;NA;NA;694;
195927;Nyssa;ogeche;Ogeechee tupelo;NA;NA;NA;NA;692;
195929;Santalum;;sandalwood;NA;NA;NA;NA;8526;
195931;Santalum;ellipticum;coastal sandalwood;NA;NA;NA;NA;8516;
195933;Santalum;freycinetianum;forest sandalwood;NA;NA;NA;NA;8517;
195943;Santalum;haleakalae;Haleakala sandalwood;NA;NA;NA;NA;8521;
195944;Santalum;paniculatum;mountain sandalwood;NA;NA;NA;NA;8522;
195950;Santalum;salicifolium;willowleaf sandalwood;NA;NA;NA;NA;8525;
195963;Ottoschulzia;rhodoxylon;pincho palo de rosa;NA;NA;NA;NA;8027;
196009;Ziziphus;reticulata;cacao rojo;NA;NA;NA;NA;8940;
196010;Ziziphus;rignonii;soana;NA;NA;NA;NA;8941;
196011;Ziziphus;taylorii;Taylor's jujube;NA;NA;NA;NA;8943;
196012;Melicope;;melicope;NA;NA;NA;NA;7754;
196015;Melicope;anisata;mokihana;NA;NA;NA;NA;7719;
196016;Melicope;balloui;Ballous melicope;NA;NA;NA;NA;7720;
196017;Melicope;barbigera;uahiapele;NA;NA;NA;NA;7721;
196018;Melicope;christophersenii;Waianae Range melicope;NA;NA;NA;NA;7722;
196019;Melicope;cinerea;manena;NA;NA;NA;NA;7723;
196020;Melicope;clusiifolia;kukaemoa;NA;NA;NA;NA;7724;
196021;Melicope;cruciata;piloula;NA;NA;NA;NA;7725;
196023;Melicope;elliptica;leiohiiaka;NA;NA;NA;NA;7726;
196025;Melicope;haleakalae;Haleakala melicope;NA;NA;NA;NA;7727;
196026;Melicope;haupuensis;Haupa Mountain melicope;NA;NA;NA;NA;7728;
196027;Melicope;hawaiensis;mokihana kukae moa;NA;NA;NA;NA;7729;
196029;Melicope;kaalaensis;Kaala melicope;NA;NA;NA;NA;7732;
196031;Melicope;knudsenii;Olokele Valley melicope;NA;NA;NA;NA;7733;
196033;Melicope;macropus;Kaholuamanu melicope;NA;NA;NA;NA;7734;
196034;Melicope;makahae;Makaha Valley melicope;NA;NA;NA;NA;7735;
196035;Melicope;molokaiensis;Molokai melicope;NA;NA;NA;NA;7736;
196036;Melicope;mucronulata;alani;NA;NA;NA;NA;7737;
196039;Melicope;oahuensis;Oahu melicope;NA;NA;NA;NA;7738;
196040;Melicope;obovata;Makawao melicope;NA;NA;NA;NA;7739;
196041;Melicope;orbicularis;Honokahua melicope;NA;NA;NA;NA;7740;
196042;Melicope;ovalis;Hana melicope;NA;NA;NA;NA;7741;
196043;Melicope;ovata;eggshape melicope;NA;NA;NA;NA;7742;
196044;Melicope;pallida;pale melicope;NA;NA;NA;NA;7743;
196045;Melicope;paniculata;Lihue melicope;NA;NA;NA;NA;7744;
196046;Melicope;peduncularis;boxfruit alani;NA;NA;NA;NA;7745;
196047;Melicope;pseudoanisata;Kohala Summit melicope;NA;NA;NA;NA;7746;
196048;Melicope;puberula;hairy melicope;NA;NA;NA;NA;7747;
196049;Melicope;quadrangularis;fourangle melicope;NA;NA;NA;NA;7748;
196050;Melicope;radiata;kapu melicope;NA;NA;NA;NA;7749;
196052;Melicope;rotundifolia;roundleaf melicope;NA;NA;NA;NA;7751;
196053;Melicope;saint-johnii;St. Johns melicope;NA;NA;NA;NA;7752;
196054;Melicope;sandwicensis;Mt. Kaala melicope;NA;NA;NA;NA;7753;
196055;Melicope;volcanica;volcanic melicope;NA;NA;NA;NA;7755;
196056;Melicope;waialealae;alani wai;NA;NA;NA;NA;7756;
196058;Melicope;wawraeana;Monoa melicope;NA;NA;NA;NA;7757;
196059;Melicope;zahlbruckneri;kipuka piaula;NA;NA;NA;NA;7758;
500160;Bruguiera;;bruguiera;NA;NA;NA;NA;6269;
500183;Caryota;;Caryota;NA;NA;NA;NA;6400;
500185;Casearia;;Casearia;NA;NA;NA;NA;6408;
500204;Cinchona;;cinchona;NA;NA;NA;NA;6553;
500224;Cryptomeria;;Japanese cedar;NA;NA;NA;NA;6787;
500269;Eriobotrya;;loquat;NA;NA;NA;NA;6999;
500276;Exocarpos;;exocarpos;NA;NA;NA;NA;7132;
500283;Flueggea;;bushweed;NA;NA;NA;NA;7193;
500313;Heliocarpus;;heliocarpus;NA;NA;NA;NA;7350;
500319;Hernandia;;Hernandia;NA;NA;NA;NA;7367;
500347;Inga;;inga;NA;NA;NA;NA;7467;
500393;Lunania;;lunania;NA;NA;NA;NA;7604;
500401;Macaranga;;macaranga;NA;NA;NA;NA;7623;
500443;Nestegis;;nestegis;NA;NA;NA;NA;7961;
500462;Pandanus;;screwpine;NA;NA;NA;NA;8084;
500501;Polyscias;;Polyscias;NA;NA;NA;NA;8289;
500503;Premna;;Premna;NA;NA;NA;NA;8310;
500553;Senna;;senna;NA;NA;NA;NA;8598;
500590;Tibouchina;;glorytree;NA;NA;NA;NA;8804;
500609;Vernicia;;vernicia;NA;NA;NA;NA;8870;
500616;Xylosma;;xylosma;NA;NA;NA;NA;8915;
500704;Monodora;;monodora;NA;NA;NA;NA;7839;
500733;Averrhoa;;Averrhoa;NA;NA;NA;NA;6199;
500749;Canarium;;Canarium;NA;NA;NA;NA;6377;
500815;Metroxylon;;Metroxylon;NA;NA;NA;NA;7800;
500868;Syncarpia;;turpentine tree;NA;NA;NA;NA;8690;
500875;Xylocarpus;;Xylocarpus;NA;NA;NA;NA;8905;
500877;Parinari;;Parinari;NA;NA;NA;NA;8105;
500910;Carmona;;scorpionbush;NA;NA;NA;NA;6398;
500927;Barringtonia;;Barringtonia;NA;NA;NA;NA;6223;
500932;Morella;;bayberry;NA;NA;NA;NA;7848;
500946;Gmelina;;Gmelina;NA;NA;NA;NA;7253;
500958;Anadenanthera;peregrina;Anadenanthera peregrina;NA;NA;NA;NA;6111;
501004;Bobea;brevipes;akupa;NA;NA;NA;NA;6242;
501132;Calliandra;surinamensis;Surinamese stickpea;NA;NA;NA;NA;6325;
501145;Calocedrus;decurrens;incense-cedar;NA;NA;NA;NA;81;
501153;Calophyllum;inophyllum;Alexandrian laurel;NA;NA;NA;NA;6341;
501308;Caryota;mitis;fish tail palm;NA;NA;NA;NA;6399;
501310;Casearia;aculeata;rabo de ranton;NA;NA;NA;NA;6402;
501311;Casearia;arborea;gia verde;NA;NA;NA;NA;6403;
501312;Casearia;decandra;wild honeytree;NA;NA;NA;NA;6406;
501313;Casearia;guianensis;Guyanese wild coffee;NA;NA;NA;NA;6407;
501314;Casearia;sylvestris;crackopen;NA;NA;NA;NA;6410;
501316;Cassia;grandis;pink shower;NA;NA;NA;NA;6417;
501318;Castanea;mollissima;Chinese chestnut;NA;NA;NA;NA;424;
501334;Casuarina;cunninghamiana;river sheoak;NA;NA;NA;NA;6433;
501343;Cecropia;obtusifolia;trumpet tree;NA;NA;NA;NA;6441;
501369;Cereus;hexagonus;lady of the night cactus;NA;NA;NA;NA;6468;
501372;Cestrum;aurantiacum;orange jessamine;NA;NA;NA;NA;6473;
501480;Cheirodendron;forbesii;olapa;NA;NA;NA;NA;6509;
501489;Chionanthus;axilliflorus;hueso;NA;NA;NA;NA;6519;
501490;Chionanthus;compactus;bridgotree;NA;NA;NA;NA;6520;
501491;Chionanthus;domingensis;white rosewood;NA;NA;NA;NA;6521;
501492;Chionanthus;holdridgei;hueso prieto;NA;NA;NA;NA;6522;
501493;Chionanthus;ligustrinus;cabra blanca;NA;NA;NA;NA;6523;
501506;Chrysophyllum;argenteum;bastard redwood;NA;NA;NA;NA;6539;
501507;Chrysophyllum;oliviforme;satinleaf;NA;NA;NA;NA;6542;
501508;Chrysophyllum;pauciflorum;camito de perro;NA;NA;NA;NA;6543;
501523;Cinchona;pubescens;quinine;NA;NA;NA;NA;6552;
501525;Cinnamomum;burmannii;Padang cassia;NA;NA;NA;NA;6555;
501526;Cinnamomum;elongatum;laurel avispillo;NA;NA;NA;NA;6559;
501528;Cinnamomum;montanum;avispillo;NA;NA;NA;NA;6560;
501529;Cinnamomum;verum;cinnamon;NA;NA;NA;NA;6564;
501574;Citrus;maxima;Citrus maxima;NA;NA;NA;NA;6581;
501586;Clermontia;fauriei;haha aiakamanu;NA;NA;NA;NA;6605;
501595;Clusia;clusioides;cupeillo;NA;NA;NA;NA;6646;
501596;Clusia;gundlachii;Grundlach's attorney;NA;NA;NA;NA;6648;
501597;Cnidoscolus;aconitifolius;treadsoftly;NA;NA;NA;NA;6655;
501598;Coccoloba;pallida;pale seagrape;NA;NA;NA;NA;6662;
501599;Coccoloba;sintenisii;uvero de monte;NA;NA;NA;NA;6666;
501600;Coccoloba;tenuifolia;Bahama pigeonplum;NA;NA;NA;NA;6669;
501601;Coccothrinax;barbadensis;Coccothrinax barbadensis;NA;NA;NA;NA;6673;
501604;Cochlospermum;vitifolium;silk cottontree;NA;NA;NA;NA;6679;
501606;Coffea;liberica;Coffea liberica;NA;NA;NA;NA;6686;
501607;Cojoba;arborea;Cojoba arborea;NA;NA;NA;NA;6688;
501613;Colubrina;verrucosa;Urban's nakedwood;NA;NA;NA;NA;6700;
501619;Comptonia;peregrina;NA;Comptonie voyageuse;COP;NA;NA;NA;
501630;Cordia;laevigata;smooth manjack;NA;NA;NA;NA;6735;
501815;Croton;flavens;Croton flavens;NA;NA;NA;NA;6774;
501832;Cryptomeria;japonica;Japanese cedar;NA;NA;NA;NA;6786;
501840;Cunninghamia;lanceolata;Chinese fir;NA;NA;NA;NA;6788;
501864;Cyanea;hardyi;Oahu cyanea;NA;NA;NA;NA;6810;
501867;Cyanea;pohaku;pohaku cyanea;NA;NA;NA;NA;6822;
501871;Cybianthus;sintenisii;Cybianthus sintenisii;NA;NA;NA;NA;6850;
501910;Cynometra;portoricensis;oreganillo falso;NA;NA;NA;NA;6857;
501970;Daphnopsis;helleriana;Heller's cieneguillo;NA;NA;NA;NA;6872;
501971;Daphnopsis;philippiana;emajagua de sierra;NA;NA;NA;NA;6873;
502076;Diospyros;blancoi;mabolo;NA;NA;NA;NA;6900;
502077;Diospyros;sandwicensis;lama;NA;NA;NA;NA;6911;
502078;Diospyros;sintenisii;Chinese persimmon;NA;NA;NA;NA;6912;
502112;Dovyalis;hebecarpa;Ceylon gooseberry;NA;NA;NA;NA;6930;
502162;Dubautia;knudsenii;forest dubautia;NA;NA;NA;NA;6948;
502187;Duranta;erecta;golden dewdrops;NA;NA;NA;NA;6961;
502307;Enterolobium;cyclocarpum;monkeysoap;NA;NA;NA;NA;6996;
502403;Eriobotrya;japonica;loquat;NA;NA;NA;NA;6998;
502435;Erythrina;corallodendron;coral erythrina;NA;NA;NA;NA;7005;
502436;Erythrina;eggersii;cock's spur;NA;NA;NA;NA;7007;
502437;Erythrina;fusca;bucayo;NA;NA;NA;NA;7008;
502438;Erythrina;poeppigiana;mountain immortelle;NA;NA;NA;NA;7011;
502439;Erythrina;sandwicensis;wili wili;NA;NA;NA;NA;7012;
502440;Erythrina;variegata;tiger's claw;NA;NA;NA;NA;7015;
502440;Erythrina;variegata;tiger's claw;NA;NA;NA;NA;7016;
502462;Eucalyptus;botryoides;southern mahogany;NA;NA;NA;NA;7025;
502463;Eucalyptus;bridgesiana;applebox;NA;NA;NA;NA;7026;
502465;Eucalyptus;camaldulensis;river redgum;NA;NA;NA;NA;512;
502466;Eucalyptus;cinerea;argyle apple;NA;NA;NA;NA;7028;
502468;Eucalyptus;cladocalyx;sugargum;NA;NA;NA;NA;7030;
502469;Eucalyptus;cornuta;yate;NA;NA;NA;NA;7031;
502470;Eucalyptus;crebra;narrowleaf red ironbark;NA;NA;NA;NA;7032;
502471;Eucalyptus;deanei;roundleaf gum;NA;NA;NA;NA;7033;
502472;Eucalyptus;deglupta;Indonesian gum;NA;NA;NA;NA;7034;
502474;Eucalyptus;gomphocephala;tuart;NA;NA;NA;NA;7038;
502475;Eucalyptus;goniocalyx;mountain graygum;NA;NA;NA;NA;7039;
502477;Eucalyptus;marginata;jarrah;NA;NA;NA;NA;7044;
502478;Eucalyptus;microcorys;Australian tallowwood;NA;NA;NA;NA;7045;
502480;Eucalyptus;paniculata;gray ironbark;NA;NA;NA;NA;7046;
502481;Eucalyptus;pilularis;blackbutt;NA;NA;NA;NA;7047;
502482;Eucalyptus;raveretiana;black ironbox;NA;NA;NA;NA;7048;
502483;Eucalyptus;resinifera;redmahogany;NA;NA;NA;NA;7049;
502484;Eucalyptus;robusta;swampmahogany;NA;NA;NA;NA;514;
502485;Eucalyptus;rudis;Western Australian floodedgum;NA;NA;NA;NA;7051;
502486;Eucalyptus;saligna;Sydney bluegum;NA;NA;NA;NA;7053;
502487;Eucalyptus;sideroxylon;red ironbark;NA;NA;NA;NA;7054;
502488;Eucalyptus;viminalis;manna gum;NA;NA;NA;NA;7057;
502491;Eugenia;biflora;blackrodwood;NA;NA;NA;NA;7061;
502493;Eugenia;corozalensis;sperry guava;NA;NA;NA;NA;7069;
502494;Eugenia;domingensis;serrette guave;NA;NA;NA;NA;7071;
502534;Euphorbia;cotinifolia;Mexican shrubby spurge;NA;NA;NA;NA;7109;
502540;Euphorbia;lactea;mottled spurge;NA;NA;NA;NA;7111;
502544;Euphorbia;neriifolia;Indian spurgetree;NA;NA;NA;NA;7112;
502548;Euphorbia;pulcherrima;poinsettia;NA;NA;NA;NA;7114;
502550;Euphorbia;tirucalli;Indiantree spurge;NA;NA;NA;NA;7116;
502585;Exocarpos;gaudichaudii;hulumoa;NA;NA;NA;NA;7131;
502615;Ficus;americana;Jamaican cherry fig;NA;NA;NA;NA;7148;
502616;Ficus;microcarpa;Chinese banyan;NA;NA;NA;NA;7160;
502627;Fitchia;speciosa;burrdaisytree;NA;NA;NA;NA;7182;
502628;Flacourtia;indica;governor's plum;NA;NA;NA;NA;7184;
502629;Flacourtia;inermis;batoko plum;NA;NA;NA;NA;7185;
502633;Flindersia;brayleyana;Queensland maple;NA;NA;NA;NA;7188;
502635;Flueggea;acidoton;Flueggea acidoton;NA;NA;NA;NA;7190;
502636;Flueggea;neowawraea;mehamehame;NA;NA;NA;NA;7192;
502639;Forestiera;rhamnifolia;caca ravet;NA;NA;NA;NA;7195;
502644;Fortunella;margarita;oval kumquat;NA;NA;NA;NA;7198;
502662;Fraxinus;berlandieriana;Berlandier ash;NA;NA;NA;NA;5491;
502664;Fraxinus;uhdei;shamel ash;NA;NA;NA;NA;7206;
502685;Fuchsia;boliviana;Bolivian fuchsia;NA;NA;NA;NA;7207;
502686;Fuchsia;paniculata;shrubby fuchsia;NA;NA;NA;NA;7208;
502725;Garcinia;hessii;lemon saptree;NA;NA;NA;NA;7213;
502726;Garcinia;portoricensis;palo de cruz;NA;NA;NA;NA;7218;
502728;Gardenia;taitensis;Tahitian gardenia;NA;NA;NA;NA;7228;
502803;Gliricidia;sepium;quickstick;NA;NA;NA;NA;7245;
502833;Grevillea;banksii;kahiliflower;NA;NA;NA;NA;7272;
502839;Guatteria;blainii;haya minga;NA;NA;NA;NA;7294;
502845;Gymnanthes;lucida;oysterwood;NA;NA;NA;NA;7317;
502851;Gymnocladus;dioicus;"Kentucky coffee tree ;Kentucky coffeetree";NA;NA;133;Kk;571;
502866;Haematoxylum;campechianum;bloodwoodtree;NA;NA;NA;NA;7321;
502900;Hedyosmum;arborescens;cigarbush;NA;NA;NA;NA;7341;
502932;Helicteres;jamaicensis;screwtree;NA;NA;NA;NA;7347;
